id,ja_name,scientific_name,family,genus,leaf_persistence,leaf_type,leaf_complexity,leaf_arrangement,leaf_margin,serration,source_note,source_page,review_status,review_confidence,needs_review_reason,family_ja_ocr,family_latin_ocr,genus_ja_ocr,genus_latin_ocr,leaf_type_ocr,leaf_complexity_ocr,leaf_arrangement_ocr,leaf_margin_ocr,serration_ocr,trait_label_texts_ocr,trait_terms_detected_all_text
hayashi-2019-s129-r,リンゴ,,バラ科,Malus,落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.257 OCR候補。公開前に要確認,257,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,リンゴ属,Malus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
hayashi-2019-s130-l,オオウラジロノキ,,バラ科,Malus/Pyrus,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.258 OCR候補。公開前に要確認,258,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,リンゴ属,Malus/Pyrus,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生;重鋸歯;鋸歯
hayashi-2019-s130-r,ミチノクナシ,,バラ科,Pyrus,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.259 OCR候補。公開前に要確認,259,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,ナシ属,Pyrus,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
hayashi-2019-s131-l,ヤマナシ,,バラ科,Pyrus,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.260 OCR候補。公開前に要確認,260,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,ナシ属,Pyrus,,不分裂葉;分裂葉,互生,,,不分裂葉互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s131-r,セイヨウナシ,,バラ科,Pyrus/Cydonia,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.261 OCR候補。公開前に要確認,261,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,ナシ属,Pyrus/Cydonia,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;「互生;鋸歯緑・全縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;全縁;鋸歯
hayashi-2019-s132-l,ボケ,,バラ科,Chaenomeles,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.262 OCR候補。公開前に要確認,262,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,ボケ属,Chaenomeles,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;束生;鋸歯
hayashi-2019-s132-r,カリン,,バラ科,Pseudocydonia,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.263 OCR候補。公開前に要確認,263,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,カリン属,Pseudocydonia,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;全縁;鋸歯
hayashi-2019-s133-l,アメリカテマリシモツケ,,バラ科,Physocarpus/Exochorda,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.264 OCR候補。公開前に要確認,264,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,テマリシモツケ属,Physocarpus/Exochorda,,不分裂葉;分裂葉,互生,,鋸歯,分裂葉・不分裂葉;分裂葉・不分裂葉互生;互生;落葉樹;不分裂葉;全縁・鋸歯縁,落葉;不分裂葉;分裂葉;互生;切れ込み;浅裂;鋸歯
hayashi-2019-s133-r,シモツケ,,バラ科,Spiraea,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.265 OCR候補。公開前に要確認,265,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,シモツケ属,Spiraea,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;重鋸歯;鋸歯
hayashi-2019-s134-l,イブキシモツケ,,バラ科,Spiraea,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.266 OCR候補。公開前に要確認,266,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,シモツケ属,Spiraea,,不分裂葉;分裂葉,互生,,,不分裂葉・分裂葉;不分裂葉・分裂葉互生;落葉樹,落葉;不分裂葉;分裂葉;互生;浅裂;鋸歯
hayashi-2019-s134-r,マルパシモツケ,,バラ科,Spiraea,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.267 OCR候補。公開前に要確認,267,needs_review,high,scientific_name_to_be_filled_later,バラ科,Rosaceae,シモツケ属,Spiraea,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;一互生;鋸歯縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s135-l,イワシモツケ,,バラ科,Spiraea,落葉,広葉樹,単葉,,全縁;鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.268 OCR候補。公開前に要確認,268,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,シモツケ属,Spiraea,,不分裂葉;分裂葉,,全縁,鋸歯,不分裂葉;鋸歯緑・全縁;落葉樹,落葉;不分裂葉;分裂葉;全縁;鋸歯
hayashi-2019-s135-r,コデマリ,,バラ科,Spiraeal,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.269 OCR候補。公開前に要確認,269,needs_review,high,scientific_name_to_be_filled_later;family_corrected_by_rule,パラ科,Rosaceae,シモツケ属,Spiraeal,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;一互生;鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;互生;重鋸歯;鋸歯
hayashi-2019-s136-l,ベニシタン,,バラ科,Cotoneaster,常緑,広葉樹,単葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.270 OCR候補。公開前に要確認,270,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,シャリントウ属,Cotoneaster,,不分裂葉;分裂葉,互生,全縁,,不分裂葉 互生;不分裂葉;全縁常緑樹;全縁;常緑樹,常緑;半常緑;不分裂葉;分裂葉;互生;全縁
hayashi-2019-s136-r,タチバナモドキ,,バラ科,Pyracantha,常緑,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.271 OCR候補。公開前に要確認,271,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,トキワサンザシ属,Pyracantha,,不分裂葉;分裂葉,互生,,,不分裂葉;一互生;常緑樹,常緑;不分裂葉;分裂葉;互生;束生;全縁;鋸歯
hayashi-2019-s137-l,シャリンバイ,,バラ科,Rhaphiolepis,常緑,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.272 OCR候補。公開前に要確認,272,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,シャリンパイ属,Rhaphiolepis,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉互生鋸歯緑・全縁常緑樹;不分裂葉;不分裂葉 互生;鋸歯縁・全縁常緑樹;常緑樹,常緑;不分裂葉;分裂葉;互生;全縁;鋸歯
hayashi-2019-s137-r,ビワ,,バラ科,Eriobotrya,常緑,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.273 OCR候補。公開前に要確認,273,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,ビワ属,Eriobotrya,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯縁;常緑樹,常緑;不分裂葉;分裂葉;全縁;鋸歯
hayashi-2019-s138-l,カナメモチ,,バラ科,Photinia,常緑,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.274 OCR候補。公開前に要確認,274,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,カナメモチ属,Photinia,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉互生鋸歯緑;不分裂葉;鋸歯縁;常緑樹,常緑;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s138-r,オオカナメモチ,,バラ科,Photinia,常緑,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.275 OCR候補。公開前に要確認,275,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,カナメモチ属,Photinia,,不分裂葉;分裂葉,,,,不分裂葉;常緑樹,常緑;不分裂葉;分裂葉;鋸歯
hayashi-2019-s139-l,コゴメウツギ,,バラ科,Neillia,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.276 OCR候補。公開前に要確認,276,needs_review,high,scientific_name_to_be_filled_later;family_corrected_by_rule,パラ科,Rosaceae,スグリウツギ属,Neillia,,不分裂葉;分裂葉,互生,,,分裂葉・不分裂葉;分裂葉・不分裂葉互生;落葉樹,落葉;不分裂葉;分裂葉;互生;切れ込み;浅裂;深裂;重鋸歯;鋸歯
hayashi-2019-s139-r,サンザシ,,バラ科,Crataegus,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.277 OCR候補。公開前に要確認,277,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,サンザシ属,Crataegus,,不分裂葉;分裂葉,互生,,,分裂葉・不分裂葉互生;落葉樹,落葉;不分裂葉;分裂葉;互生;束生;切れ込み;鋸歯
hayashi-2019-s140-l,フユイチゴ,,バラ科,Rubus,常緑,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.278 OCR候補。公開前に要確認,278,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,不分裂葉;分裂葉,互生,,鋸歯,分裂葉・不分裂葉互生 鋸歯緑;分裂葉・不分裂葉;互生;常緑樹,常緑;不分裂葉;分裂葉;互生;切れ込み;浅裂;鋸歯
hayashi-2019-s140-r,ミヤマフユイチコ,,バラ科,Rubus,常緑,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.279 OCR候補。公開前に要確認,279,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,不分裂葉;分裂葉,互生,,鋸歯,分裂葉・不分裂葉互生;鋸歯緑常緑樹;常緑樹,常緑;羽状複葉;三出複葉;不分裂葉;分裂葉;複葉;互生;浅裂;鋸歯
hayashi-2019-s141-l,ホウロクイチゴ,,バラ科,Rubus,常緑,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.280 OCR候補。公開前に要確認,280,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,不分裂葉;分裂葉,互生,,鋸歯,分裂葉・不分裂葉;分裂葉・不分裂葉互生;鋸歯緑常緑樹;常緑樹,常緑;不分裂葉;分裂葉;互生;浅裂;鋸歯
hayashi-2019-s141-r,オオフユイチゴ,,バラ科,Rubus,常緑,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.281 OCR候補。公開前に要確認,281,needs_review,high,scientific_name_to_be_filled_later;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,不分裂葉;分裂葉,互生,,鋸歯,一分裂葉・不分裂葉互生;鋸歯緑常緑樹;常緑樹;不分裂葉;互生 2鋸歯縁;鋸歯縁,常緑;不分裂葉;分裂葉;互生;切れ込み;鋸歯
hayashi-2019-s142-l,モミジイチゴ,,バラ科,Rubus,落葉,広葉樹,単葉,互生,掌状裂,,林将之 (2019)『樹木の葉』 p.282 OCR候補。公開前に要確認,282,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,分裂葉,互生,深裂,,分裂葉 互生;落葉樹;複雑に深裂,落葉;不分裂葉;分裂葉;互生;深裂;重鋸歯;鋸歯
hayashi-2019-s142-r,クマイチゴ,,バラ科,Rubus,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.283 OCR候補。公開前に要確認,283,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,,,,,落葉樹,落葉
hayashi-2019-s143-l,ニガイチゴ,,バラ科,Rubus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.284 OCR候補。公開前に要確認,284,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,キイチゴ属,Rubus,,不分裂葉;分裂葉,互生,,鋸歯,分裂葉・不分裂葉;分裂葉・不分裂葉互生;鋸歯縁落葉樹;鋸歯綿;丸い不分裂葉,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s143-r,花のつく,,バラ科,Rubus,落葉,広葉樹,単葉,互生,鋸歯縁,重鋸歯,林将之 (2019)『樹木の葉』 p.285 OCR候補。公開前に要確認,285,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,不分裂葉;分裂葉,互生,,重鋸歯;鋸歯,分裂葉・不分裂葉互生;落葉樹;重鋸歯がある,落葉;不分裂葉;分裂葉;互生;切れ込み;重鋸歯;鋸歯
hayashi-2019-s144-l,カジイチゴ,,バラ科,Rubus,常緑,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.286|86 OCR候補。公開前に要確認,286|86,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,分裂葉,互生,,,分裂葉 互生;半常緑樹,常緑;半常緑;分裂葉;互生
hayashi-2019-s144-r,ハチジョウイチゴ,,バラ科,Rubus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.287 OCR候補。公開前に要確認,287,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,分裂葉,互生,,鋸歯,分裂葉互生;鋸歯はや;鋸歯緑落葉樹,落葉;分裂葉;互生;切れ込み;浅裂;鋸歯
hayashi-2019-s145-l,ミヤマモミジイチゴ,,バラ科,Rubus,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.288 OCR候補。公開前に要確認,288,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,分裂葉,互生,,,分裂葉 互生;落葉樹,落葉;分裂葉;互生;切れ込み;浅裂;鋸歯
hayashi-2019-s145-r,セイヨウヤブイチコ,,バラ科,Rubus,常緑,広葉樹,三出複葉,互生,,,林将之 (2019)『樹木の葉』 p.289 OCR候補。公開前に要確認,289,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,三出複葉;複葉,互生,,,10。三出複葉・掌状復葉互生;半常緑樹,常緑;半常緑;掌状複葉;三出複葉;複葉;互生;重鋸歯;鋸歯
hayashi-2019-s146-l,ナワシロイチゴ,,バラ科,Rubus,落葉,広葉樹,三出複葉,,,,林将之 (2019)『樹木の葉』 p.290 OCR候補。公開前に要確認,290,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,キイチゴ属,Rubus,,三出複葉;複葉,,,,三出複葉;落葉樹,落葉;羽状複葉;三出複葉;複葉
hayashi-2019-s146-r,キビノナワシロイチゴ,,バラ科,Rubus,落葉,広葉樹,三出複葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.291 OCR候補。公開前に要確認,291,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,三出複葉;複葉,,,鋸歯,三出複葉;鋸歯線落葉樹;鋸歯縁;落葉樹,落葉;羽状複葉;三出複葉;複葉;重鋸歯;鋸歯
hayashi-2019-s147-l,エビガライチゴ,,バラ科,Rubus,落葉,広葉樹,羽状複葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.292 OCR候補。公開前に要確認,292,needs_review,high,scientific_name_to_be_filled_later;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,羽状複葉;三出複葉;複葉,互生,,鋸歯,第三出現業・羽状複葉互生鋸歯縁;三出複葉・羽状複葉百生;鋸歯線;落葉樹,落葉;羽状複葉;三出複葉;複葉;互生;鋸歯
hayashi-2019-s147-r,クロイチゴ,,バラ科,Rubus,落葉,広葉樹,羽状複葉,,,,林将之 (2019)『樹木の葉』 p.293 OCR候補。公開前に要確認,293,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,羽状複葉;複葉,,,,落葉樹;羽状複葉も,落葉;羽状複葉;三出複葉;複葉;鋸歯
hayashi-2019-s148-l,ベニパナイチゴ,,バラ科,Rubus,落葉,広葉樹,三出複葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.294 OCR候補。公開前に要確認,294,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,キイチゴ属,Rubus,,三出複葉;複葉,互生,,鋸歯,三出後葉互生;三出複葉;鋸歯緑落葉樹,落葉;三出複葉;複葉;互生;重鋸歯;鋸歯
hayashi-2019-s148-r,ゴヨウイチゴ,,バラ科,Rubus,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.295 OCR候補。公開前に要確認,295,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,複葉,互生,,,鳥足状複葉互生;落葉樹,落葉;複葉;互生
hayashi-2019-s149-l,クサイチゴ,,バラ科,Rubus,常緑;落葉,広葉樹,羽状複葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.296 OCR候補。公開前に要確認,296,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,羽状複葉;複葉,,,鋸歯,羽状複葉・三出複業百生;鋸歯緑落葉樹・常緑樹;落葉樹・常緑樹,常緑;落葉;半常緑;羽状複葉;三出複葉;複葉;重鋸歯;鋸歯
hayashi-2019-s149-r,サナギイチゴ,,バラ科,Rubus,落葉,広葉樹,羽状複葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.297 OCR候補。公開前に要確認,297,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,羽状複葉;複葉,互生,,鋸歯,羽状複葉;一互生;落葉樹;鋸歯がある,落葉;羽状複葉;三出複葉;複葉;互生;重鋸歯;鋸歯
hayashi-2019-s150-l,パライチゴ,,バラ科,Rubus,落葉,広葉樹,羽状複葉,,,,林将之 (2019)『樹木の葉』 p.298 OCR候補。公開前に要確認,298,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,キイチゴ属,Rubus,,羽状複葉;複葉,,,,羽状複葉;落葉樹,落葉;羽状複葉;複葉;重鋸歯;鋸歯
hayashi-2019-s150-r,ヒメバライチゴ,,バラ科,Rubus,落葉,広葉樹,羽状複葉,,,,林将之 (2019)『樹木の葉』 p.299 OCR候補。公開前に要確認,299,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,,Rubus,,羽状複葉;複葉,,,,羽状複葉;落葉樹,落葉;羽状複葉;三出複葉;複葉
hayashi-2019-s151-l,エゾキイチゴ,,バラ科,Rubus,落葉,広葉樹,単葉,互生,掌状裂;鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.300 OCR候補。公開前に要確認,300,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,キイチゴ属,Rubus,,,互生,切れ込み,鋸歯,互生;一鋸歯緑落葉樹;落葉樹;に切れ込み,落葉;羽状複葉;三出複葉;複葉;互生;切れ込み;鋸歯
